2016-05-04 16:11:39,225 [1] DEBUG IRAPI [c:\Git\Code\IRAPI\App_Start\WebApiConfig.cs][25][Register]	##WebApiConfig.Register##
2016-05-04 17:08:44,581 [35] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 17:08:45,399 [35] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 17:08:45,402 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 17:08:45,496 [35] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1289][BiletoSignIn]	##ClienteBO.BiletoSignIn.AtualizarLoginNaBileto## USER: daniel.ferreira@ingressorapido.com.br, FLEGADO: True
2016-05-04 17:08:45,552 [35] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:08:45,555 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:45,558 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:45,560 [35] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:45,603 [35] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:54,163 [46] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:08:54,166 [46] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:08:54,192 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:08:54,282 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:08:54,285 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:08:54,345 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:08:54,351 [46] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:09:16,377 [46] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:09:16,380 [46] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:09:16,383 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:09:16,457 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:09:16,460 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:09:16,482 [46] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:09:16,485 [46] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:10:50,874 [35] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:10:50,876 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:10:50,878 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:10:51,010 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:10:51,013 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:10:51,056 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:10:51,059 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:10:51,110 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:11:12,030 [31] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:11:12,033 [31] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:11:12,037 [31] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:11:12,112 [31] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:11:12,115 [31] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:11:12,139 [31] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:11:12,143 [31] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:11:58,623 [26] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:11:58,626 [26] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:11:58,630 [26] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:11:58,699 [26] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:11:58,702 [26] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:11:58,724 [26] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:11:58,727 [26] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:12:01,694 [30] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:12:01,698 [30] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:12:01,701 [30] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:12:01,775 [30] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:12:01,778 [30] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:12:01,797 [30] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:12:01,800 [30] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:12:11,422 [35] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:12:11,425 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:12:11,431 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:12:11,496 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 21511181850, LOGIN_EMAIL daniel.ferreira@ingressorapido.com.br
2016-05-04 17:12:11,499 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:12:11,521 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 0
2016-05-04 17:12:11,524 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:17:16,182 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:16,185 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:16,188 [8] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][889][Consultar]	##ClienteBO.Consultar## CLIENTE 5014086
2016-05-04 17:17:16,310 [8] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][909][Consultar]	##ClienteBO.Consultar.SUCCESS## CLIENTE 5014086 LOGIN_CPF 12683738854, LOGIN_EMAIL daniel.ferreira@hom.ingressorapido.com.br
2016-05-04 17:17:16,313 [8] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1067][CarregarEnderecos]	##ClienteBO.CarregarEnderecos## CLIENTE 5014086
2016-05-04 17:17:16,349 [8] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\ClienteADO.cs][313][InserirEndereco]	##Post.ClienteADO.InserirEndereco## CLIENTE 5014086, ENDEREÇO AV JOÃO DEL PAPA
2016-05-04 17:17:16,397 [8] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\ClienteADO.cs][376][InserirEndereco]	##Post.ClienteADO.InserirEndereco.SUCCESS## CLIENTE 5014086, ENDEREÇO 1353671
2016-05-04 17:17:16,401 [8] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1072][CarregarEnderecos]	##ClienteBO.CarregarEnderecos.SUCCESS## CLIENTE 5014086, END_COUNT 1
